,text,sentiment,numaric_presentatin_of_sentiment
301,i am beyond relieved to share that i’ll be among the first to receive the covidvaccine from pfizerbiontech thank… ,Positive,2
302,twitterpoll dyk the uk bahrain canada amp the usa are among the first nations to approve the pfizerbiontech… ,Neutral,1
303,coronavirus sputnikv astrazeneca pfizerbiontech moderna  russian vaccine is created to last  years… ,Positive,2
304,fascinating to see how the messenger rna vaccine delivery approach has helped enable a dramatically shorter time to… ,Positive,2
305,realdonaldtrump vaccine was discovered and developed in europe by turkishgerman husband and wife … ,Neutral,1
306,tiffany dover is alive  tiffanydover pfizer pfizerbiontech pfizervaccine vaccinoanticovid chimemorial… ,Positive,2
307,it’s a black woman giving it alright pfizerbiontech ,Positive,2
308,that’s indeed a sight of relief  the saudi health minister tfrabiah showcased a sample of pfizerbiontech vacci… ,Positive,2
309,manchesterhcc drpwright gmscnews gmhsc gmecscn doctormkumar mancitycouncil andyburnhamgm important day f… ,Positive,2
310,it’ll be interesting to see the postvaccine birth rates next winter   pfizerbiontech,Positive,2
311,covid vaccinated sccm hmethodistmd  vaccination pfizerbiontech coronavaccine pfizer… ,Neutral,1
312,singapore pfizerbiontech volunteer amp not for under  immune suppressant takers amp pregnant portal booklet for kn… ,Negative,0
313,the moderna vaccine does not need some of the extra special handling requirements of the one from pfizer includin… ,Positive,2
314,this mandated anthrax vaccine killed  us soldiers and maimed many more at about  serious adverse reactions… ,Negative,0
315,mrna vaccines teach our cells how to make a protein that will trigger an immune response without using the live vi… ,Positive,2
316,this vaccine is special because it triggers an immune response without using the actual virus that causes covid… ,Positive,2
317,healthcare workers receive the first dosis of pfizerbiontech covid vaccine at memorial healthcare system in mir… ,Neutral,1
318,supplier fosun pharma will be making an initial payment of € mil by yearend for  million doses fmtnews… ,Neutral,1
319,the vaccine rolled out this week in several countries bringing hope and scepticism with it vaccine… ,Positive,2
320,excited to have received the first part of my pfizerbiontech covidvaccine todayimpressive resource mobilization… ,Positive,2
321,more than  jackson employees have successfully received their first dose of the pfizerbiontech  vacci… ,Positive,2
322,something interesting i learned during an interview with bkazaz today theres been a lot of chatter about how… ,Positive,2
323,usa  oklahoma “oklahoma this is a historic day” govstitt hannah white a registered nurse at integri… ,Neutral,1
324,waiting for my age group to get injected in canada which i expect would not happen until next year lets be patie… ,Neutral,1
325,turkey’s death toll from covid rises to  drfahrettinkoca coronavirus pfizerbiontech sinovac… ,Negative,0
326,will you be getting vaccinated  coronavaccine pfizerbiontech vaccination mrna  pfizer,Neutral,1
327,the pfizerbiontech covidvaccine will not effect or interact with a persons dna dna are located in the nucleus o… ,Neutral,1
328,the vaccine may come with some risks but thank you pfizer pfizer pfizervaccine pfizerbiontech pfizercovidvaccine pfizercongress,Positive,2
329,berlin is pressuring brussels to license the pfizerbiontech vaccine before christmas ,Negative,0
330,for real this is so cool boston healthcare  vaccine pfizer pfizerbiontech ,Positive,2
331,has anyone notice that most of the vaccinations all over nhs were picture taken no video actual vaccination becau… ,Negative,0
332,the usa government is prepping millions of doses of the pfizerbiontech coronavirus vaccine for shipment to sites… ,Neutral,1
333,how does the moderna covidvaccine differ from the pfizerbiontech vaccine we answer this question and more in t… ,Neutral,1
334,  jbagpuss ellzsummary fentonaw oldburysally docsandip drneenajha … ,Neutral,1
335,more healthcareheroes from jackson north medical center getting their  pfizerbiontech vaccine today ,Neutral,1
336,were talking about human lives here lets not repeat the mistake of the past dengvaxia jeopardized many lives… ,Positive,2
337,thrilled to receive my first dose of the covid vaccine today the vulnerable people i visit support and work with… ,Positive,2
338,we know wearing a mask when around others staying at least  feet away avoiding crowds and washing your hands pr… ,Negative,0
339,pharmacists are essential for easing patient concerns about the safety of covid vaccines such as the pfizerbion… ,Positive,2
340,it happened i got my first dose of the pfizerbiontech vaccine today  the best holiday present ever als… ,Positive,2
341,turkey’s death toll from covid rises to  drfahrettinkoca coronavirus pfizerbiontech sinovac… ,Negative,0
342,first give  vaccine to all liberals  politicians bureaucrats scientists bigpharma pfizerbiontech t… ,Neutral,1
343,so pleased to get my pfizerbiontech  vaccine just now  it is so important that as many people as possi… ,Positive,2
344,had the first dose of my covid vaccine today we still have to wear ppe and still socially distant but at least we… ,Neutral,1
345, of course people want to make sure that any vaccine they take is safe the clinical trial data available so f… ,Positive,2
346,staff applause as vaccines were rolled towards the fridge dhrhealth krgv pfizerbiontech pfizer ,Positive,2
347,our md dr susannah thompson pulling out all the stops leading a magnificent team of nhs staff amp volunteers tonight… ,Positive,2
348,utswnews starting the covid vaccination program today socially distanced staff patiently waiting covidvaccine… ,Neutral,1
349,“i’m just honored to be one of the first getting vaccinated protect yourself and protect your loved ones by gettin… ,Positive,2
350,so proud of the whole team today bhrutnhs we have officially started vaccinating everyone has worked extremely… ,Positive,2
351,first vaccine shots in the us watch video at firstvaccineshots covid … ,Neutral,1
352,hey pfizer with respect to your covidvaccine say someone gets vaccinated and builds antibodies can they donate… ,Positive,2
353,despite lebanon’s dire shortage of foreign exchange the government expects to sign the  million deal for suppl… ,Positive,2
354,the pfizerbiontech covidvaccine does not contain a live virus the vaccine cannot and will not cause  disease not even possible,Neutral,1
355,senategop this is what anesthesia did to me both surgeries  apart so pfizerbiontech won’t be introduced b… ,Neutral,1
356,really good thead on pfizerbiontech from mayoclinic epidemiologist ,Positive,2
357,watch live jacksonhealth system news conference on receiving its first shipment of the pfizerbiontech covid v… ,Neutral,1
358,usa  nevada umcsn hospital ceo van houweling says a umc nurse was the  person to be vaccinated against… ,Neutral,1
359,notwastingmyshot  person in charleston to get the pfizerbiontech covidvaccine muschealth idmusc i feel… ,Neutral,1
360,hav genuine  mancitycouncil is wythenshawe only place in manchester southmanchester deliverin covidvaccine… ,Neutral,1
361,in the year  i will also proudly post a picture of when i eventually receive the covid vaccine… ,Positive,2
362,this little vial carries so much to all the scientists who worked tirelessly to get this out vaccinated… ,Neutral,1
363,usa  westvirginia wvu medicine has received shipments of the pfizerbiontech  vaccine amp has begun o… ,Neutral,1
364,what are the ingredients of pfizer’s covid vaccine  mit technology review vaccination covidvaccine pfizer… ,Neutral,1
365,today i was lucky enough to get vaccinated against  i did it not just for myself but for my patients my… ,Positive,2
366,so incredibly grateful to have received the pfizerbiontech covidvaccine here osuwexmed thanks to everyone who… ,Positive,2
367,save the best for last pfizerbiontech vaccine  stayhome ,Positive,2
368,canada will be receiving up to  more doses of the pfizerbiontech vaccine next week amp potentially up to … ,Neutral,1
369,cdcgov you can stick your poison vaccine up your ass  novaccineforme  pfizerbiontech… ,Negative,0
370,grossly unfair and absolutely inevitable  with first dibs on vaccines rich countries have ‘cleared the shelves’… ,Negative,0
371,repnewhouse lieslieslies  pfizerbiontech was not affiliated with the trumpublican silly star trek program… ,Neutral,1
372,this is progress at last  meeting of emanews on december  instead only december  vaccine… ,Positive,2
373,brookearmymed covid identification chips similar to the ones they put in dogs certificate of validation identi… ,Neutral,1
374,heard drdavidnabarro of who just now on indiatoday i don’t think i can allow my parents or my family to take vac… ,Positive,2
375,the juice is loose received the  dose of the pfizerbiontech vaccine today proud to be a medical worker and th… ,Positive,2
376,ive heard from two sources in two parts of the country that the arrival of the covid vaccines is delayed … ,Negative,0
377,feeling very emotional grateful and lucky to be one of the first people in worcestershire to receive this vaccine… ,Positive,2
378, realsamfaddis covid identification chips similar to the ones they put in dogs certificate of valid… ,Neutral,1
